what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1345223399004
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1345223399110
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1345223399116
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1345223399120
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1345223399123
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1345223399138
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1345223399142
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223404940
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223406936
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223411986
error,log,,,"Referenced part does not exist yet: org.eclipse.ui.views.ProblemView.",1345223418572
activated,perspective,org.eclipse.debug.ui,3.8.0.v20120530-1753,"org.eclipse.debug.ui.DebugPerspective",1345223418630
opened,view,org.eclipse.debug.ui,3.8.0.v20120530-1753,"org.eclipse.debug.ui.DebugView",1345223418948
opened,view,org.eclipse.debug.ui,3.8.0.v20120530-1753,"org.eclipse.debug.ui.VariableView",1345223419070
opened,view,org.eclipse.ui.views,3.6.100.v20120521-2329,"org.eclipse.ui.views.ContentOutline",1345223419213
activated,editor,org.eclipse.jdt.ui,3.8.0.v20120524-1551,"org.eclipse.jdt.ui.CompilationUnitEditor",1345223419425
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223420245
activated,view,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms.views.LogCatView",1345223428136
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223428707
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223428862
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223428872
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223429161
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223429163
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223429645
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223429647
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223429866
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223429978
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223430437
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223430440
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223430651
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223430763
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223430937
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223431055
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223431282
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223431396
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223431603
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223431716
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223431926
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223432039
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223432248
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223432512
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223433202
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223433203
activated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223433419
deactivated,workbench,org.eclipse.ui.workbench,3.103.0.v20120530-1824,"",1345223434193
